Project,Year,Date,Gradient,Site,PlotID,Individual_nr,ID,Functional_group,Taxon,Trait,Value,Elevation_m,Latitude_N,Longitude_E
Gradient,2018,2018-07-20,B,5,E,3,AXR5506,vascular,cerastium arcticum,Wet_Mass_g,0.007177777777777779,170.1026153564453,78.23740982346087,15.35376896878559
Gradient,2018,2018-07-20,B,5,E,3,AXR5506,vascular,cerastium arcticum,Dry_Mass_g,8.888888888888889e-4,170.1026153564453,78.23740982346087,15.35376896878559
Gradient,2018,2018-07-20,B,5,E,3,AXR5506,vascular,cerastium arcticum,Leaf_Thickness_mm,0.21466666666666667,170.1026153564453,78.23740982346087,15.35376896878559
Gradient,2018,2018-07-20,B,5,E,3,AXR5506,vascular,cerastium arcticum,Leaf_Area_cm2,0.32199999999999995,170.1026153564453,78.23740982346087,15.35376896878559
Gradient,2018,2018-07-20,B,5,E,3,AXR5506,vascular,cerastium arcticum,SLA_cm2_g,362.24999999999994,170.1026153564453,78.23740982346087,15.35376896878559
Gradient,2018,2018-07-20,B,5,E,3,AXR5506,vascular,cerastium arcticum,LDMC,0.12383900928792568,170.1026153564453,78.23740982346087,15.35376896878559
Gradient,2018,2018-07-18,B,5,D,4,AXT1558,vascular,poa arctica,Plant_Height_cm,10,169.66575622558594,78.23743990485644,15.353924144362647
Gradient,2018,2018-07-18,B,5,D,4,AXT1558,vascular,poa arctica,Wet_Mass_g,0.0137,169.66575622558594,78.23743990485644,15.353924144362647
Gradient,2018,2018-07-18,B,5,D,4,AXT1558,vascular,poa arctica,Dry_Mass_g,0.0066,169.66575622558594,78.23743990485644,15.353924144362647
Gradient,2018,2018-07-18,B,5,D,4,AXT1558,vascular,poa arctica,Leaf_Thickness_mm,0.16766666666666666,169.66575622558594,78.23743990485644,15.353924144362647
Gradient,2018,2018-07-18,B,5,D,4,AXT1558,vascular,poa arctica,Leaf_Area_cm2,1.1094,169.66575622558594,78.23743990485644,15.353924144362647
Gradient,2018,2018-07-18,B,5,D,4,AXT1558,vascular,poa arctica,SLA_cm2_g,168.0909090909091,169.66575622558594,78.23743990485644,15.353924144362647
Gradient,2018,2018-07-18,B,5,D,4,AXT1558,vascular,poa arctica,LDMC,0.4817518248175182,169.66575622558594,78.23743990485644,15.353924144362647
Gradient,2018,2018-07-18,B,5,D,4,AXT1558,vascular,poa arctica,C_percent,41.91,169.66575622558594,78.23743990485644,15.353924144362647
Gradient,2018,2018-07-18,B,5,D,4,AXT1558,vascular,poa arctica,N_percent,2.05,169.66575622558594,78.23743990485644,15.353924144362647
Gradient,2018,2018-07-18,B,5,D,4,AXT1558,vascular,poa arctica,CN_ratio,20.44390243902439,169.66575622558594,78.23743990485644,15.353924144362647
Gradient,2018,2018-07-18,B,5,D,4,AXT1558,vascular,poa arctica,dN15_permil,10.987236480712898,169.66575622558594,78.23743990485644,15.353924144362647
Gradient,2018,2018-07-18,B,5,D,4,AXT1558,vascular,poa arctica,dC13_permil,-30.3921228790283,169.66575622558594,78.23743990485644,15.353924144362647
Gradient,2018,2018-07-18,B,5,D,4,AXT1558,vascular,poa arctica,P_percent,0.1718650109860472,169.66575622558594,78.23743990485644,15.353924144362647
Gradient,2018,2018-07-18,B,5,D,4,AXT1558,vascular,poa arctica,NP_ratio,11.927965955597724,169.66575622558594,78.23743990485644,15.353924144362647
Gradient,2018,2018-07-18,B,5,D,1,AYG6492,vascular,poa arctica,Plant_Height_cm,14.5,169.66575622558594,78.23743990485644,15.353924144362647
Gradient,2018,2018-07-18,B,5,D,1,AYG6492,vascular,poa arctica,Wet_Mass_g,0.014466666666666668,169.66575622558594,78.23743990485644,15.353924144362647
Gradient,2018,2018-07-18,B,5,D,1,AYG6492,vascular,poa arctica,Dry_Mass_g,0.005,169.66575622558594,78.23743990485644,15.353924144362647
Gradient,2018,2018-07-18,B,5,D,1,AYG6492,vascular,poa arctica,Leaf_Thickness_mm,0.18533333333333332,169.66575622558594,78.23743990485644,15.353924144362647
Gradient,2018,2018-07-18,B,5,D,1,AYG6492,vascular,poa arctica,Leaf_Area_cm2,0.854,169.66575622558594,78.23743990485644,15.353924144362647
Gradient,2018,2018-07-18,B,5,D,1,AYG6492,vascular,poa arctica,SLA_cm2_g,170.79999999999998,169.66575622558594,78.23743990485644,15.353924144362647
Gradient,2018,2018-07-18,B,5,D,1,AYG6492,vascular,poa arctica,LDMC,0.3456221198156682,169.66575622558594,78.23743990485644,15.353924144362647
Gradient,2018,2018-07-18,B,5,D,1,AYG6492,vascular,poa arctica,C_percent,42.78,169.66575622558594,78.23743990485644,15.353924144362647
Gradient,2018,2018-07-18,B,5,D,1,AYG6492,vascular,poa arctica,N_percent,1.92,169.66575622558594,78.23743990485644,15.353924144362647
Gradient,2018,2018-07-18,B,5,D,1,AYG6492,vascular,poa arctica,CN_ratio,22.28125,169.66575622558594,78.23743990485644,15.353924144362647
Gradient,2018,2018-07-18,B,5,D,1,AYG6492,vascular,poa arctica,dN15_permil,12.089088897705098,169.66575622558594,78.23743990485644,15.353924144362647
Gradient,2018,2018-07-18,B,5,D,1,AYG6492,vascular,poa arctica,dC13_permil,-30.0657698059082,169.66575622558594,78.23743990485644,15.353924144362647
Gradient,2018,2018-07-18,B,5,D,1,AYG6492,vascular,poa arctica,P_percent,0.17634190864768928,169.66575622558594,78.23743990485644,15.353924144362647
Gradient,2018,2018-07-18,B,5,D,1,AYG6492,vascular,poa arctica,NP_ratio,10.887939314731687,169.66575622558594,78.23743990485644,15.353924144362647
Gradient,2018,2018-07-20,B,5,B,1,AYH0973,vascular,saxifraga cernua,Plant_Height_cm,14,171.8372039794922,78.23747962954826,15.354210255125114
Gradient,2018,2018-07-20,B,5,B,1,AYH0973,vascular,saxifraga cernua,Wet_Mass_g,0.019875,171.8372039794922,78.23747962954826,15.354210255125114
Gradient,2018,2018-07-20,B,5,B,1,AYH0973,vascular,saxifraga cernua,Dry_Mass_g,0.003,171.8372039794922,78.23747962954826,15.354210255125114
Gradient,2018,2018-07-20,B,5,B,1,AYH0973,vascular,saxifraga cernua,Leaf_Thickness_mm,0.504,171.8372039794922,78.23747962954826,15.354210255125114
Gradient,2018,2018-07-20,B,5,B,1,AYH0973,vascular,saxifraga cernua,Leaf_Area_cm2,0.47975,171.8372039794922,78.23747962954826,15.354210255125114
Gradient,2018,2018-07-20,B,5,B,1,AYH0973,vascular,saxifraga cernua,SLA_cm2_g,159.91666666666666,171.8372039794922,78.23747962954826,15.354210255125114
Gradient,2018,2018-07-20,B,5,B,1,AYH0973,vascular,saxifraga cernua,LDMC,0.1509433962264151,171.8372039794922,78.23747962954826,15.354210255125114
Gradient,2018,2018-07-20,B,5,E,1,AYL2417,vascular,poa arctica,Plant_Height_cm,11.5,170.1026153564453,78.23740982346087,15.35376896878559
Gradient,2018,2018-07-20,B,5,E,1,AYL2417,vascular,poa arctica,Wet_Mass_g,0.027266666666666665,170.1026153564453,78.23740982346087,15.35376896878559
Gradient,2018,2018-07-20,B,5,E,1,AYL2417,vascular,poa arctica,Dry_Mass_g,0.006666666666666667,170.1026153564453,78.23740982346087,15.35376896878559
Gradient,2018,2018-07-20,B,5,E,1,AYL2417,vascular,poa arctica,Leaf_Thickness_mm,0.202,170.1026153564453,78.23740982346087,15.35376896878559
Gradient,2018,2018-07-20,B,5,E,1,AYL2417,vascular,poa arctica,Leaf_Area_cm2,1.4736666666666667,170.1026153564453,78.23740982346087,15.35376896878559
Gradient,2018,2018-07-20,B,5,E,1,AYL2417,vascular,poa arctica,SLA_cm2_g,221.04999999999998,170.1026153564453,78.23740982346087,15.35376896878559
Gradient,2018,2018-07-20,B,5,E,1,AYL2417,vascular,poa arctica,LDMC,0.2444987775061125,170.1026153564453,78.23740982346087,15.35376896878559
Gradient,2018,2018-07-20,B,5,E,3,AZJ0517,vascular,poa arctica,Plant_Height_cm,6.3,170.1026153564453,78.23740982346087,15.35376896878559
Gradient,2018,2018-07-20,B,5,E,3,AZJ0517,vascular,poa arctica,Leaf_Thickness_mm,0.195,170.1026153564453,78.23740982346087,15.35376896878559
Gradient,2018,2018-07-20,B,5,E,3,AZJ0517,vascular,poa arctica,LDMC,0.06116207951070336,170.1026153564453,78.23740982346087,15.35376896878559
Gradient,2018,2018-07-20,B,5,E,2,AZX4313,vascular,poa arctica,Plant_Height_cm,16.5,170.1026153564453,78.23740982346087,15.35376896878559
Gradient,2018,2018-07-20,B,5,E,2,AZX4313,vascular,poa arctica,Wet_Mass_g,0.05786666666666667,170.1026153564453,78.23740982346087,15.35376896878559
Gradient,2018,2018-07-20,B,5,E,2,AZX4313,vascular,poa arctica,Dry_Mass_g,0.012333333333333333,170.1026153564453,78.23740982346087,15.35376896878559
Gradient,2018,2018-07-20,B,5,E,2,AZX4313,vascular,poa arctica,Leaf_Thickness_mm,0.25133333333333335,170.1026153564453,78.23740982346087,15.35376896878559
Gradient,2018,2018-07-20,B,5,E,2,AZX4313,vascular,poa arctica,Leaf_Area_cm2,2.612,170.1026153564453,78.23740982346087,15.35376896878559
Gradient,2018,2018-07-20,B,5,E,2,AZX4313,vascular,poa arctica,SLA_cm2_g,211.7837837837838,170.1026153564453,78.23740982346087,15.35376896878559
Gradient,2018,2018-07-20,B,5,E,2,AZX4313,vascular,poa arctica,LDMC,0.21313364055299538,170.1026153564453,78.23740982346087,15.35376896878559
Gradient,2018,2018-07-20,B,5,E,2,AZX4313,vascular,poa arctica,C_percent,42.93,170.1026153564453,78.23740982346087,15.35376896878559
Gradient,2018,2018-07-20,B,5,E,2,AZX4313,vascular,poa arctica,N_percent,2.57,170.1026153564453,78.23740982346087,15.35376896878559
Gradient,2018,2018-07-20,B,5,E,2,AZX4313,vascular,poa arctica,CN_ratio,16.704280155642024,170.1026153564453,78.23740982346087,15.35376896878559
Gradient,2018,2018-07-20,B,5,E,2,AZX4313,vascular,poa arctica,dN15_permil,10.467,170.1026153564453,78.23740982346087,15.35376896878559
Gradient,2018,2018-07-20,B,5,E,2,AZX4313,vascular,poa arctica,dC13_permil,-30.426,170.1026153564453,78.23740982346087,15.35376896878559
Gradient,2018,2018-07-20,B,5,E,2,AZX4313,vascular,poa arctica,P_percent,0.325563379076866,170.1026153564453,78.23740982346087,15.35376896878559
Gradient,2018,2018-07-20,B,5,E,2,AZX4313,vascular,poa arctica,NP_ratio,7.894008248984352,170.1026153564453,78.23740982346087,15.35376896878559
Gradient,2018,2018-07-20,B,5,D,2,BAA1693,vascular,saxifraga cernua,Plant_Height_cm,7,169.66575622558594,78.23743990485644,15.353924144362647
Gradient,2018,2018-07-20,B,5,D,2,BAA1693,vascular,saxifraga cernua,Wet_Mass_g,0.02803333333333333,169.66575622558594,78.23743990485644,15.353924144362647
Gradient,2018,2018-07-20,B,5,D,2,BAA1693,vascular,saxifraga cernua,Dry_Mass_g,0.0033333333333333335,169.66575622558594,78.23743990485644,15.353924144362647
Gradient,2018,2018-07-20,B,5,D,2,BAA1693,vascular,saxifraga cernua,Leaf_Thickness_mm,0.5333333333333333,169.66575622558594,78.23743990485644,15.353924144362647
Gradient,2018,2018-07-20,B,5,D,2,BAA1693,vascular,saxifraga cernua,Leaf_Area_cm2,0.5993333333333334,169.66575622558594,78.23743990485644,15.353924144362647
Gradient,2018,2018-07-20,B,5,D,2,BAA1693,vascular,saxifraga cernua,SLA_cm2_g,179.8,169.66575622558594,78.23743990485644,15.353924144362647
Gradient,2018,2018-07-20,B,5,D,2,BAA1693,vascular,saxifraga cernua,LDMC,0.1189060642092747,169.66575622558594,78.23743990485644,15.353924144362647
Gradient,2018,2018-07-20,B,5,D,2,BAA1693,vascular,saxifraga cernua,C_percent,39.9,169.66575622558594,78.23743990485644,15.353924144362647
Gradient,2018,2018-07-20,B,5,D,2,BAA1693,vascular,saxifraga cernua,N_percent,1.41,169.66575622558594,78.23743990485644,15.353924144362647
Gradient,2018,2018-07-20,B,5,D,2,BAA1693,vascular,saxifraga cernua,CN_ratio,28.29787234042553,169.66575622558594,78.23743990485644,15.353924144362647
Gradient,2018,2018-07-20,B,5,D,2,BAA1693,vascular,saxifraga cernua,dN15_permil,10.4135088729858,169.66575622558594,78.23743990485644,15.353924144362647
Gradient,2018,2018-07-20,B,5,D,2,BAA1693,vascular,saxifraga cernua,dC13_permil,-29.954115524292,169.66575622558594,78.23743990485644,15.353924144362647
Gradient,2018,2018-07-20,B,5,D,2,BAA1693,vascular,saxifraga cernua,P_percent,0.28314349353861384,169.66575622558594,78.23743990485644,15.353924144362647
Gradient,2018,2018-07-20,B,5,D,2,BAA1693,vascular,saxifraga cernua,NP_ratio,4.979807172604906,169.66575622558594,78.23743990485644,15.353924144362647
Gradient,2018,2018-07-20,B,5,E,2,BBB6382,vascular,saxifraga cernua,Plant_Height_cm,8,170.1026153564453,78.23740982346087,15.35376896878559
Gradient,2018,2018-07-20,B,5,E,2,BBB6382,vascular,saxifraga cernua,Wet_Mass_g,0.03525,170.1026153564453,78.23740982346087,15.35376896878559
Gradient,2018,2018-07-20,B,5,E,2,BBB6382,vascular,saxifraga cernua,Dry_Mass_g,0.003,170.1026153564453,78.23740982346087,15.35376896878559
Gradient,2018,2018-07-20,B,5,E,2,BBB6382,vascular,saxifraga cernua,Leaf_Thickness_mm,0.653,170.1026153564453,78.23740982346087,15.35376896878559
Gradient,2018,2018-07-20,B,5,E,2,BBB6382,vascular,saxifraga cernua,Leaf_Area_cm2,0.75425,170.1026153564453,78.23740982346087,15.35376896878559
Gradient,2018,2018-07-20,B,5,E,2,BBB6382,vascular,saxifraga cernua,SLA_cm2_g,251.41666666666666,170.1026153564453,78.23740982346087,15.35376896878559
Gradient,2018,2018-07-20,B,5,E,2,BBB6382,vascular,saxifraga cernua,LDMC,0.08510638297872342,170.1026153564453,78.23740982346087,15.35376896878559
Gradient,2018,2018-07-20,B,5,E,3,BBF8736,vascular,saxifraga cernua,Plant_Height_cm,10.5,170.1026153564453,78.23740982346087,15.35376896878559
Gradient,2018,2018-07-20,B,5,E,3,BBF8736,vascular,saxifraga cernua,Wet_Mass_g,0.03132,170.1026153564453,78.23740982346087,15.35376896878559
Gradient,2018,2018-07-20,B,5,E,3,BBF8736,vascular,saxifraga cernua,Dry_Mass_g,0.003,170.1026153564453,78.23740982346087,15.35376896878559
Gradient,2018,2018-07-20,B,5,E,3,BBF8736,vascular,saxifraga cernua,Leaf_Thickness_mm,0.49466666666666664,170.1026153564453,78.23740982346087,15.35376896878559
Gradient,2018,2018-07-20,B,5,E,3,BBF8736,vascular,saxifraga cernua,Leaf_Area_cm2,0.7642,170.1026153564453,78.23740982346087,15.35376896878559
Gradient,2018,2018-07-20,B,5,E,3,BBF8736,vascular,saxifraga cernua,SLA_cm2_g,254.73333333333332,170.1026153564453,78.23740982346087,15.35376896878559
Gradient,2018,2018-07-20,B,5,E,3,BBF8736,vascular,saxifraga cernua,LDMC,0.09578544061302682,170.1026153564453,78.23740982346087,15.35376896878559
Gradient,2018,2018-07-20,B,5,A,1,BBJ1840,vascular,saxifraga cernua,Plant_Height_cm,5.5,170.26597595214844,78.23749424024312,15.354390301468472
Gradient,2018,2018-07-20,B,5,A,1,BBJ1840,vascular,saxifraga cernua,Wet_Mass_g,0.03406666666666667,170.26597595214844,78.23749424024312,15.354390301468472
Gradient,2018,2018-07-20,B,5,A,1,BBJ1840,vascular,saxifraga cernua,Dry_Mass_g,0.0036666666666666666,170.26597595214844,78.23749424024312,15.354390301468472
Gradient,2018,2018-07-20,B,5,A,1,BBJ1840,vascular,saxifraga cernua,Leaf_Thickness_mm,0.7916666666666666,170.26597595214844,78.23749424024312,15.354390301468472
Gradient,2018,2018-07-20,B,5,A,1,BBJ1840,vascular,saxifraga cernua,Leaf_Area_cm2,0.7483333333333334,170.26597595214844,78.23749424024312,15.354390301468472
Gradient,2018,2018-07-20,B,5,A,1,BBJ1840,vascular,saxifraga cernua,SLA_cm2_g,204.09090909090912,170.26597595214844,78.23749424024312,15.354390301468472
Gradient,2018,2018-07-20,B,5,A,1,BBJ1840,vascular,saxifraga cernua,LDMC,0.10763209393346379,170.26597595214844,78.23749424024312,15.354390301468472
Gradient,2018,2018-07-20,B,5,A,2,BBK9964,vascular,saxifraga cernua,Plant_Height_cm,3.7,170.26597595214844,78.23749424024312,15.354390301468472
Gradient,2018,2018-07-20,B,5,A,2,BBK9964,vascular,saxifraga cernua,Wet_Mass_g,0.05943333333333333,170.26597595214844,78.23749424024312,15.354390301468472
Gradient,2018,2018-07-20,B,5,A,2,BBK9964,vascular,saxifraga cernua,Dry_Mass_g,0.005999999999999999,170.26597595214844,78.23749424024312,15.354390301468472
Gradient,2018,2018-07-20,B,5,A,2,BBK9964,vascular,saxifraga cernua,Leaf_Thickness_mm,0.32666666666666666,170.26597595214844,78.23749424024312,15.354390301468472
Gradient,2018,2018-07-20,B,5,A,2,BBK9964,vascular,saxifraga cernua,Leaf_Area_cm2,1.607,170.26597595214844,78.23749424024312,15.354390301468472
Gradient,2018,2018-07-20,B,5,A,2,BBK9964,vascular,saxifraga cernua,SLA_cm2_g,267.83333333333337,170.26597595214844,78.23749424024312,15.354390301468472
Gradient,2018,2018-07-20,B,5,A,2,BBK9964,vascular,saxifraga cernua,LDMC,0.10095344924284912,170.26597595214844,78.23749424024312,15.354390301468472
Gradient,2018,2018-07-20,B,5,A,2,BBK9964,vascular,saxifraga cernua,C_percent,38.338870992981185,170.26597595214844,78.23749424024312,15.354390301468472
Gradient,2018,2018-07-20,B,5,A,2,BBK9964,vascular,saxifraga cernua,N_percent,2.6768313475757024,170.26597595214844,78.23749424024312,15.354390301468472
Gradient,2018,2018-07-20,B,5,A,2,BBK9964,vascular,saxifraga cernua,CN_ratio,14.322482821976493,170.26597595214844,78.23749424024312,15.354390301468472
Gradient,2018,2018-07-20,B,5,A,2,BBK9964,vascular,saxifraga cernua,dN15_permil,7.933,170.26597595214844,78.23749424024312,15.354390301468472
Gradient,2018,2018-07-20,B,5,A,2,BBK9964,vascular,saxifraga cernua,dC13_permil,-30.493,170.26597595214844,78.23749424024312,15.354390301468472
Gradient,2018,2018-07-20,B,5,A,2,BBK9964,vascular,saxifraga cernua,P_percent,0.47370563763241086,170.26597595214844,78.23749424024312,15.354390301468472
Gradient,2018,2018-07-20,B,5,A,2,BBK9964,vascular,saxifraga cernua,NP_ratio,5.6508327850066395,170.26597595214844,78.23749424024312,15.354390301468472
Gradient,2018,2018-07-20,B,5,A,3,BBL5852,vascular,saxifraga cernua,Plant_Height_cm,5,170.26597595214844,78.23749424024312,15.354390301468472
Gradient,2018,2018-07-20,B,5,A,3,BBL5852,vascular,saxifraga cernua,Wet_Mass_g,0.055966666666666665,170.26597595214844,78.23749424024312,15.354390301468472
Gradient,2018,2018-07-20,B,5,A,3,BBL5852,vascular,saxifraga cernua,Dry_Mass_g,0.004,170.26597595214844,78.23749424024312,15.354390301468472
Gradient,2018,2018-07-20,B,5,A,3,BBL5852,vascular,saxifraga cernua,Leaf_Thickness_mm,0.502,170.26597595214844,78.23749424024312,15.354390301468472
Gradient,2018,2018-07-20,B,5,A,3,BBL5852,vascular,saxifraga cernua,Leaf_Area_cm2,1.3940000000000001,170.26597595214844,78.23749424024312,15.354390301468472
Gradient,2018,2018-07-20,B,5,A,3,BBL5852,vascular,saxifraga cernua,SLA_cm2_g,348.5,170.26597595214844,78.23749424024312,15.354390301468472
Gradient,2018,2018-07-20,B,5,A,3,BBL5852,vascular,saxifraga cernua,LDMC,0.0714711137581894,170.26597595214844,78.23749424024312,15.354390301468472
Gradient,2018,2018-07-20,B,5,A,1,BBM6836,vascular,cerastium arcticum,Plant_Height_cm,4,170.26597595214844,78.23749424024312,15.354390301468472
Gradient,2018,2018-07-20,B,5,A,1,BBM6836,vascular,cerastium arcticum,Wet_Mass_g,0.01525,170.26597595214844,78.23749424024312,15.354390301468472
Gradient,2018,2018-07-20,B,5,A,1,BBM6836,vascular,cerastium arcticum,Dry_Mass_g,0.002,170.26597595214844,78.23749424024312,15.354390301468472
Gradient,2018,2018-07-20,B,5,A,1,BBM6836,vascular,cerastium arcticum,Leaf_Thickness_mm,0.3636666666666667,170.26597595214844,78.23749424024312,15.354390301468472
Gradient,2018,2018-07-20,B,5,A,1,BBM6836,vascular,cerastium arcticum,Leaf_Area_cm2,0.641,170.26597595214844,78.23749424024312,15.354390301468472
Gradient,2018,2018-07-20,B,5,A,1,BBM6836,vascular,cerastium arcticum,SLA_cm2_g,320.5,170.26597595214844,78.23749424024312,15.354390301468472
Gradient,2018,2018-07-20,B,5,A,1,BBM6836,vascular,cerastium arcticum,LDMC,0.13114754098360656,170.26597595214844,78.23749424024312,15.354390301468472
Gradient,2018,2018-07-20,B,5,A,2,BBN2413,vascular,cerastium arcticum,Plant_Height_cm,3,170.26597595214844,78.23749424024312,15.354390301468472
Gradient,2018,2018-07-20,B,5,A,2,BBN2413,vascular,cerastium arcticum,Wet_Mass_g,0.0107,170.26597595214844,78.23749424024312,15.354390301468472
Gradient,2018,2018-07-20,B,5,A,2,BBN2413,vascular,cerastium arcticum,Dry_Mass_g,0.00175,170.26597595214844,78.23749424024312,15.354390301468472
Gradient,2018,2018-07-20,B,5,A,2,BBN2413,vascular,cerastium arcticum,Leaf_Thickness_mm,0.23533333333333334,170.26597595214844,78.23749424024312,15.354390301468472
Gradient,2018,2018-07-20,B,5,A,2,BBN2413,vascular,cerastium arcticum,Leaf_Area_cm2,0.52675,170.26597595214844,78.23749424024312,15.354390301468472
Gradient,2018,2018-07-20,B,5,A,2,BBN2413,vascular,cerastium arcticum,SLA_cm2_g,301,170.26597595214844,78.23749424024312,15.354390301468472
Gradient,2018,2018-07-20,B,5,A,2,BBN2413,vascular,cerastium arcticum,LDMC,0.1635514018691589,170.26597595214844,78.23749424024312,15.354390301468472
Gradient,2018,2018-07-20,B,5,A,3,BBO5051,vascular,cerastium arcticum,Plant_Height_cm,5,170.26597595214844,78.23749424024312,15.354390301468472
Gradient,2018,2018-07-20,B,5,A,3,BBO5051,vascular,cerastium arcticum,Wet_Mass_g,0.00988,170.26597595214844,78.23749424024312,15.354390301468472
Gradient,2018,2018-07-20,B,5,A,3,BBO5051,vascular,cerastium arcticum,Dry_Mass_g,0.0014,170.26597595214844,78.23749424024312,15.354390301468472
Gradient,2018,2018-07-20,B,5,A,3,BBO5051,vascular,cerastium arcticum,Leaf_Thickness_mm,0.30233333333333334,170.26597595214844,78.23749424024312,15.354390301468472
Gradient,2018,2018-07-20,B,5,A,3,BBO5051,vascular,cerastium arcticum,Leaf_Area_cm2,0.38079999999999997,170.26597595214844,78.23749424024312,15.354390301468472
